"","date","temp","id"
"1",2023-07-27,23.3400001525879,"OISST"
"2",2023-07-28,23.5400009155273,"OISST"
"3",2023-07-29,23.7199993133545,"OISST"
"4",2023-07-30,23.7600002288818,"OISST"
"5",2023-07-31,23.7999992370605,"OISST"
"6",2023-08-01,23.6599998474121,"OISST"
"7",2023-08-02,23.3500003814697,"OISST"
"8",2023-08-03,23.0599994659424,"OISST"
"9",2023-08-04,23.0499992370605,"OISST"
"10",2023-08-05,23.1399993896484,"OISST"
"11",2023-08-06,23.25,"OISST"
"12",2023-08-07,23.4300003051758,"OISST"
"13",2023-08-08,23.5599994659424,"OISST"
"14",2023-08-09,23.7700004577637,"OISST"
"15",2023-08-10,23.5100002288818,"OISST"
"16",2023-08-11,23.25,"OISST"
"17",2023-08-12,23.2600002288818,"OISST"
"18",2023-08-13,23.4699993133545,"OISST"
"19",2023-08-14,23.7399997711182,"OISST"
"20",2023-08-15,23.9300003051758,"OISST"
"21",2023-08-16,23.9099998474121,"OISST"
"22",2023-08-17,23.8299999237061,"OISST"
"23",2023-08-18,23.8500003814697,"OISST"
"24",2023-08-19,23.8600006103516,"OISST"
"25",2023-08-20,23.7900009155273,"OISST"
"26",2023-08-21,23.7299995422363,"OISST"
"27",2023-08-22,23.8700008392334,"OISST"
"28",2023-08-23,24.2399997711182,"OISST"
"29",2023-08-24,24.3700008392334,"OISST"
"30",2023-08-25,24.5,"OISST"
"31",2023-08-26,24.6200008392334,"OISST"
"32",2023-08-27,24.5300006866455,"OISST"
"33",2023-08-28,24.1900005340576,"OISST"
"34",2023-08-29,23.9300003051758,"OISST"
"35",2023-08-30,23.9099998474121,"OISST"
"36",2023-08-31,24.0300006866455,"OISST"
"37",2023-09-01,24.2800006866455,"OISST"
"38",2023-09-02,24.5400009155273,"OISST"
"39",2023-09-03,24.7399997711182,"OISST"
"40",2023-09-04,24.8799991607666,"OISST"
"41",2023-09-05,24.9699993133545,"OISST"
"42",2023-09-06,24.9500007629395,"OISST"
"43",2023-09-07,24.7099990844727,"OISST"
"44",2023-09-08,24.5599994659424,"OISST"
"45",2023-09-09,24.6800003051758,"OISST"
"46",2023-09-10,24.8999996185303,"OISST"
"47",2023-09-11,24.9099998474121,"OISST"
"48",2023-09-12,24.8500003814697,"OISST"
"49",2023-09-13,24.6299991607666,"OISST"
"50",2023-09-14,24.6000003814697,"OISST"
"51",2023-09-15,24.7299995422363,"OISST"
"52",2023-09-16,24.8799991607666,"OISST"
"53",2023-09-17,24.9599990844727,"OISST"
"54",2023-09-18,24.7999992370605,"OISST"
"55",2023-09-19,24.8099994659424,"OISST"
"56",2023-09-20,25.0200004577637,"OISST"
"57",2023-09-21,25.2600002288818,"OISST"
"58",2023-09-22,25.5,"OISST"
"59",2023-09-23,25.6100006103516,"OISST"
"60",2023-09-24,25.6299991607666,"OISST"
"61",2023-09-25,25.75,"OISST"
"62",2023-09-26,25.8400001525879,"OISST"
"63",2023-09-27,26,"OISST"
"64",2023-09-28,26.1800003051758,"OISST"
"65",2023-09-29,26.3299999237061,"OISST"
"66",2023-09-30,26.5599994659424,"OISST"
"67",2023-10-01,26.6399993896484,"OISST"
"68",2023-10-02,26.2900009155273,"OISST"
"69",2023-10-03,25.7800006866455,"OISST"
"70",2023-10-04,25.7999992370605,"OISST"
"71",2023-10-05,26.1599998474121,"OISST"
"72",2023-10-06,26.1900005340576,"OISST"
"73",2023-10-07,26.1599998474121,"OISST"
"74",2023-10-08,26.3099994659424,"OISST"
"75",2023-10-09,26.3099994659424,"OISST"
"76",2023-10-10,25.9500007629395,"OISST"
"77",2023-10-11,25.6000003814697,"OISST"
"78",2023-10-12,25.7600002288818,"OISST"
"79",2023-10-13,25.9699993133545,"OISST"
"80",2023-10-14,26.2099990844727,"OISST"
"81",2023-10-15,26.2600002288818,"OISST"
"82",2023-10-16,26.1299991607666,"OISST"
"83",2023-10-17,26.0499992370605,"OISST"
"84",2023-10-18,26.0599994659424,"OISST"
"85",2023-10-19,26.0599994659424,"OISST"
"86",2023-10-20,26.0200004577637,"OISST"
"87",2023-10-21,26.0400009155273,"OISST"
"88",2023-10-22,26.0699996948242,"OISST"
"89",2023-10-23,26.1599998474121,"OISST"
"90",2023-10-24,26.3700008392334,"OISST"
"91",2023-10-25,26.5699996948242,"OISST"
"92",2023-10-26,26.6900005340576,"OISST"
